"pid","X983","X956","X945","X909","X924","X901","X931","X990","X985","X987","X966","X943","X938","X913","X994","X908","X989","X995","X971","X946","X965","X986","X936","X921","X993","X932","X979","X998","X911","X954","X717","X719","X759","X663","X667","X601","X638","X736","X770","X729","X767","X699","X762","X635","X665","X720","X19","X194","X90","X203","X137","X57","X151","X185","X197","X202","X28","X94","X119","X129","X49","X76","X15","X188","X186","X200","X147","X187","X190","X71","X1637","X1640","X1661","X1537","X1559","X1594","X1603","X1632","X1525","X1586","X1589","X1643","X1652","X1677","X1681","X1686","X1695","X1502","X1503","X1645","X1675","X1679","X1507","X1508","X1542","X1558","X1538","X1696","X1701","X1657","X1558.1","X1335","X1336","X1345","X1210","X1277","X1326","X1331","X1304","X1325","X1260","X1307","X1235","X1306","X1243","X1211","X1310","X1312","X1251","X1247","X1353","X1280","X1259","X1264","X1270","X1215","X1272","X1291","X1409","X1290","X1410","X348","X338","X341","X359","X305","X318","X339","X346","X310","X327","X343","X349","X355","X309","X312","X323","X324","X382","X389","X394","X399","X344","X350","X357"
"P02671",2.94193e-05,1.93156e-05,2.78288e-05,2.0255e-05,0.00013013,5.12052e-05,2.41218e-05,8.1417e-05,1.23915e-05,1.10538e-05,6.97932e-06,8.87444e-06,1.66465e-05,7.14505e-05,3.21815e-05,3.38534e-05,2.65739e-05,2.46137e-05,6.14041e-05,1.57038e-05,2.50018e-05,2.45997e-06,2.22573e-05,3.43666e-05,2.32287e-05,2.33213e-05,2.18927e-06,3.60364e-05,6.44059e-06,4.44432e-06,0.00717242,0.009882532,0.006139407,0.005905286,0.011595393,0.007137343,0.012310269,0.010720509,0.016829625,0.004155431,0.008511197,0.03242799,0.034729551,0.011129637,0.010376245,0.010983514,0.021426107,0.000324349,0.00833374,0.007568216,0.009141868,0.001701669,0.003755617,0.008052996,0.001261886,0.002346786,0.001832535,0.004292752,0.000550053,0.001564688,0.001210856,0.002728004,0.001459119,0.000930508,0.000422742,0.009138587,0.005177652,0.000228425,0.00104028,0.005228176,0.001028037,0.009011973,0.009462792,0.007146615,0.001686567,0.002957714,0.00277924,0.00661255,0.001461395,0.003222596,0.00018863,0.002006617,0.001899,0.001444984,0.001571236,0.001179401,0.006353205,0.007047924,0.001617332,0.006886616,0.000951881,0.002297239,0.004644613,0.00867362,0.007209602,0.000961463,0.00569175,0.010451342,0.001393807,0.001133944,0.000961463,0.003665757,0.002600646,0.007958493,0.012151534,0.011259421,0.000243626,0.002557971,0.000980071,0.001102681,0.003851504,0.008971124,0.008600038,0.002413407,0.007349153,0.006427238,0.015743245,0.001977814,0.001985042,0.001898093,0.003854196,0.002197998,0.008612286,0.002737596,0.006495538,0.004585336,0.00282227,0.003047474,0.013289375,0.001112356,0.007371867,0.008249492,0.01000867,0.011432768,0.006783931,0.009496604,0.013810167,0.004822349,0.004908689,0.00765375,0.015862595,0.003331833,0.01494111,0.003399899,0.014263706,0.012335893,0.004048092,0.003915622,0.021084843,0.006498774,0.013757564,0.008308816,0.008479262,0.032290088,0.012424705
"P49189",1.87885e-05,5.08735e-05,6.64164e-06,2.62069e-06,3.13674e-05,4.81999e-05,2.28643e-05,1.33421e-06,5.5663e-05,5.66497e-06,4.48356e-05,NA,6.95352e-05,0.000150664,2.21454e-05,3.47645e-06,2.28123e-06,NA,8.08618e-05,1.44364e-05,6.73841e-05,2.15672e-05,3.3031e-05,0.000117872,0.00020004,0.000154698,4.12135e-05,2.01875e-05,0.000176387,NA,0.008723724,0.000253596,0.004655078,0.00239967,0.005515532,0.004867819,0.008546065,0.000583989,0.000389161,0.006997168,0.035725849,0.013596443,NA,0.001715966,0.002909864,0.006881643,NA,NA,0.002678361,0.003313883,0.003740635,0.001652216,0.000267207,0.00064183,0.003289047,0.00418215,NA,0.00394408,0.001666699,NA,0.012121439,0.000821979,NA,0.000301719,0.014157009,0.001779232,0.011785015,0.010779584,0.003439251,0.004916165,0.012253364,0.021864233,0.010008289,0.015471781,0.006211815,0.008669118,0.000338039,0.000866663,0.008601547,0.010620349,0.015100877,0.006129704,0.000743073,0.007281863,0.004556644,0.000500738,0.002026357,0.007394637,0.037622011,0.005767499,0.003829589,0.010766478,0.009077981,0.015341867,0.009106885,0.004528919,0.001159953,0.00186422,0.002309866,0.003418989,0.004528919,0.003034451,0.002590541,0.003206792,0.002976185,0.012577079,0.000270444,0.000258931,0.003818481,0.001663859,0.003034079,0.001036395,0.00032091,0.001291733,0.008105958,0.003683748,0.002048481,0.008103452,0.003803281,0.005529174,0.008004806,0.007783839,0.004751419,0.006648342,0.001330438,0.003925188,0.010296388,0.014259437,0.000891362,0.005520567,0.000725811,0.007411559,0.002062644,0.000732816,0.000580548,0.005309238,0.001701725,0.000399718,0.001806529,0.001585567,0.005338493,0.003058601,0.013263452,0.000761918,0.004696402,0.01089437,0.028073809,0.028866265,0.014944726,0.039633213,0.006066028,0.000878028,0.004054944,0.001135844,0.015910877
"P07900",2.45466e-05,0.0001063,2.02992e-05,1.7316e-05,5.89339e-05,8.68094e-05,1.93423e-05,9.89344e-06,6.17827e-05,5.94712e-06,3.69524e-05,1.03843e-06,0.000100562,0.000364757,1.69587e-05,5.15249e-06,2.35756e-06,NA,9.10664e-05,4.65776e-06,7.86454e-05,3.06735e-05,1.9614e-05,0.00014873,0.000284541,0.000250979,7.94502e-05,7.74644e-06,0.00028784,NA,0.050972142,0.00140117,0.013742456,0.002661696,0.00544846,0.003222535,0.007132184,0.00125422,0.002188969,0.008008247,0.055936246,0.015468879,0.002981174,0.001652304,0.005107081,0.007098158,0.000514668,NA,0.006042368,0.006052995,0.009903865,0.000767715,0.000284371,0.003219362,0.001794653,0.00739851,0.002957768,0.009314013,0.001349398,0.000648727,0.007788285,0.000913493,NA,NA,0.015580002,0.001770267,0.019485603,0.018224831,0.004830762,0.003717348,0.013901813,0.030610695,0.010356014,0.030030011,0.00973792,0.010272293,0.001545712,0.000585059,0.029348469,0.011862456,0.018808631,0.007049288,0.000667916,0.008650197,0.00391405,NA,0.004581103,0.009445321,0.044865738,0.007026506,0.010936839,0.012587519,0.00618615,0.014973456,0.01003269,0.004776028,0.004395982,0.011304579,0.002606412,0.003578005,0.004776028,0.008309233,0.001537893,0.003800238,0.004102421,0.034015918,0.000448815,0.00141012,0.004897206,0.003314463,0.008172011,0.002050206,0.000570169,0.002458338,0.025891281,0.005270834,0.007838179,0.009857253,0.018509717,0.023181039,0.010537057,0.005677786,0.003456911,0.007969647,0.001216768,0.004088515,0.009094973,0.019774938,0.000478632,0.00415413,0.000597432,0.006963318,0.003488978,0.001450627,0.002465198,0.008516949,0.000954121,0.000692526,0.00536882,0.001421749,0.002256228,0.003451505,0.019550411,0.002127894,0.010961582,0.004042298,0.028425131,0.049799079,0.017301625,0.082072578,0.007812293,0.005505447,0.00178455,0.017668195,0.017491383
"P01008",2.74931e-05,3.20179e-05,3.09773e-05,1.88264e-05,6.74921e-05,5.428e-05,8.13298e-05,8.0998e-05,3.62257e-05,3.90877e-05,1.66804e-05,1.20673e-05,4.04586e-05,7.33705e-05,2.16708e-05,2.58512e-05,2.50433e-05,9.02343e-06,9.72031e-06,1.49515e-05,7.52384e-06,6.43692e-06,6.95046e-05,2.87376e-05,2.96994e-05,3.36199e-05,2.73415e-05,3.85402e-05,1.61667e-05,4.97593e-06,0.016939966,0.011757649,0.014377847,0.008003817,0.010665706,0.011619399,0.011497954,0.010271159,0.01201263,0.008615446,0.010482842,0.008066215,0.008467727,0.011564664,0.016726397,0.010424617,0.004646546,0.001494652,0.000702133,0.001651571,0.002064345,0.000444857,0.00106333,0.002434351,0.003528349,0.003532438,0.000384981,0.001701596,0.004888539,0.000792336,0.009217189,0.002084961,0.001644812,0.001171695,0.003908422,0.00233901,0.002154178,0.001388636,0.003126518,0.004244364,0.002987091,0.003785404,0.010700296,0.003956906,0.007195375,0.004858616,0.005550741,0.004291294,0.004237424,0.004187556,0.002496563,0.004575231,0.003235156,0.003132493,0.00405814,0.002444293,0.00346575,0.006790664,0.004790193,0.00735314,0.005369793,0.002680068,0.003498483,0.008572592,0.006204412,0.000306641,0.003946218,0.007850974,0.004316272,0.007714995,0.000306641,0.007687974,0.006971526,0.006362584,0.008982831,0.005539422,0.00473764,0.004000253,0.007906458,0.005876894,0.004983991,0.00478684,0.00429097,0.006420265,0.004144164,0.004030709,0.006718606,0.006806777,0.004197574,0.003851661,0.005757332,0.006445044,0.004147651,0.004277373,0.005811797,0.005751826,0.003002897,0.005691548,0.00456133,0.004861956,0.005083079,0.006734806,0.010463691,0.022521661,0.009019189,0.012946572,0.00620727,0.005546143,0.010162195,0.009135232,0.011935996,0.007203681,0.050334752,0.008980491,0.021717564,0.007454407,0.011203785,0.0127533,0.00933938,0.010134099,0.011321163,0.010975222,0.009037255,0.00354018,0.010976358
"Q9BY76",3.72476e-05,4.83639e-05,3.17745e-05,2.20529e-05,1.20543e-05,7.9121e-05,7.51149e-05,4.03777e-05,2.78964e-06,0.000100422,1.98075e-05,5.26251e-05,5.19367e-05,2.55994e-05,6.9949e-05,2.89733e-05,5.77264e-06,7.12871e-05,7.25335e-05,8.4306e-05,2.53761e-05,3.18201e-05,6.87385e-05,4.77882e-05,6.42129e-05,1.62728e-05,7.62391e-07,4.58577e-05,1.95191e-05,8.97573e-06,0.005585791,0.017895214,0.026854136,0.010394703,0.004921546,0.019503692,0.011142418,0.023915788,0.026626682,0.002284108,0.021370091,0.005613999,0.001335012,NA,0.030833153,0.023937104,0.007400976,0.006334004,0.006942849,0.004707134,0.003060946,0.004246767,0.00805797,NA,0.015109391,0.004057618,0.002893342,0.007540657,0.005282328,0.000206191,0.002151118,0.006044711,0.00463875,0.002345714,0.004445592,0.002672141,0.002912154,0.000691983,0.002001675,0.003371674,0.013432613,0.004645668,0.005236152,0.001062741,0.006520685,0.006007063,0.006811987,0.008038779,0.003327577,0.010207342,0.00845311,0.004625363,0.004375963,0.00549611,0.008690702,0.017035865,0.004567005,0.004760157,0.005666547,0.007013697,0.008080241,0.010525486,0.001439274,0.006869544,0.003536943,0.004549776,0.003694497,0.00097011,0.003292248,0.003839454,0.004549776,0.002279079,0.021207097,0.007080412,0.004718741,0.003887247,0.002478743,0.003492022,0.003202045,0.002417869,0.007443449,0.010630493,0.003928352,0.006782847,0.003221765,0.004799095,0.014376347,0.002667929,0.004630285,0.007907616,0.00059579,0.008113515,0.010570002,0.0076091,0.004207636,0.007108416,0.003758169,0.006410053,0.010962871,0.001378921,0.0045956,0.006725679,0.010503878,0.009394735,0.002556997,0.02192677,0.023871758,0.015198063,0.013108681,0.008167037,0.007686554,0.015523427,0.025513896,0.02252447,0.004627293,0.016429998,0.006779009,0.009656478,0.031005836,0.026961457,0.003337896,0.011050266,0.02495769,0.002055431,0.017107011
"Q14624",1.30271e-05,6.26489e-06,1.30964e-06,6.21822e-06,4.40485e-05,1.4767e-05,1.64099e-05,1.57381e-05,1.08499e-05,1.30447e-05,3.70816e-06,6.20159e-06,6.80244e-06,1.83651e-05,1.40542e-05,7.47968e-06,2.75808e-06,9.49391e-06,1.35365e-05,6.68231e-06,1.55822e-05,4.70002e-06,1.75592e-06,7.59609e-06,2.5152e-06,1.47087e-06,7.27131e-07,4.96782e-06,NA,3.8082e-06,0.001191788,0.003077658,0.003994226,0.001867331,0.002485946,0.002613078,0.004867527,0.003122229,0.003932756,0.001688296,0.001348549,0.002246674,0.002134784,NA,0.002834181,0.001931563,0.004067914,0.000783262,0.002413696,0.001429977,0.00073988,0.001120268,0.001870349,0.005031275,0.000784378,0.000979294,NA,0.001887813,0.001033904,0.000598433,0.003117653,0.000756712,0.000578714,0.002160392,0.001404849,0.002170637,0.002006556,0.000427718,0.000831738,0.001864103,0.000103519,NA,0.001860808,0.000872964,0.001438126,0.001072659,0.000946587,NA,0.000407825,0.000890258,0.00042935,0.001524101,0.000891768,0.001211001,0.000216069,0.0001616,0.000169738,0.001196984,0.001303319,0.00127067,0.000531726,0.00081466,0.000717797,0.001379378,0.000792661,NA,0.000207989,0.001148889,0.001002121,0.001341514,NA,0.003313601,0.00211437,0.000750191,0.0049817,0.001789545,0.001166183,0.001209152,0.001108822,0.001070548,0.000945186,0.001613846,0.001809434,0.000774795,0.002245549,0.002975013,0.001959078,0.002112431,0.00228228,0.002555488,0.002305675,0.000786644,0.001788853,0.000244666,0.001865506,0.002873087,0.000715049,0.001375761,0.002273225,0.000377485,0.003488178,0.006184105,0.003063511,0.002752219,0.000317102,0.002175946,0.002231028,0.00111752,0.002164376,0.003517096,0.003365511,0.002257421,0.001930659,0.00224289,0.0039673,0.001657885,0.003390538,0.003642175,0.003728726,0.001704719,0.003532915,0.003499458,0.001532856,0.001117689,0.003617023
"P27105",2.30266e-05,7.09555e-06,NA,2.60723e-06,8.38212e-06,3.20551e-05,1.16144e-05,3.09711e-05,5.60172e-06,NA,1.45949e-05,NA,NA,4.75042e-06,1.07777e-05,6.53376e-06,9.86247e-06,NA,NA,3.28828e-06,1.54404e-05,NA,NA,NA,4.29735e-06,NA,NA,5.0619e-06,1.19221e-05,NA,0.008630686,0.006208568,0.001913492,0.007305909,0.00988568,0.005233992,0.000914572,0.003051183,0.00878535,0.010524911,0.013040447,0.007495528,0.00214249,0.005371194,0.009811228,0.008946904,NA,0.000507011,0.000680353,0.000292965,NA,NA,NA,0.000614466,NA,0.000398866,NA,0.000718848,NA,NA,0.000902667,NA,NA,NA,0.00133728,NA,0.000274176,0.002199365,NA,NA,0.000450682,0.000480502,0.000391028,0.000346187,0.000412763,0.001068051,0.011171226,0.000252026,0.002713435,0.001589897,0.000718163,0.001678524,0.000600199,0.00028484,0.001259739,NA,0.000581149,0.000589345,0.000576057,0.000250042,0.019146514,0.001721809,0.001900615,0.000507268,NA,0.000790502,NA,0.001425025,0.003531741,NA,0.000790502,0.0006676,0.001242415,NA,NA,0.000941456,NA,0.000432379,0.000375444,NA,NA,NA,NA,NA,0.001133719,0.000359081,0.000924785,0.000492325,0.003144482,0.003448253,0.003616789,0.002209793,0.000265041,0.000552875,NA,0.000496405,NA,NA,0.000332726,NA,NA,0.006098177,0.003339767,0.005197158,0.003460944,0.005357863,0.003237561,0.008609026,0.007531885,0.004574936,0.008688206,0.004523437,0.015711804,0.008024646,0.019477779,0.009419846,0.012086223,0.009018177,0.013654716,0.014598231,0.006974033,0.011141631,0.005170628,0.016876584,0.007650967
"P01133",3.6713e-06,2.17942e-05,1.308e-05,8.80668e-06,1.45512e-05,9.63251e-06,2.50959e-05,1.00988e-05,5.49281e-06,1.30534e-05,6.83935e-06,5.52409e-06,7.68559e-06,7.10665e-06,1.42816e-05,9.4068e-06,8.48171e-06,1.58292e-06,2.2278e-05,7.9469e-06,5.52303e-06,6.81586e-06,1.36817e-05,5.07729e-06,5.51808e-06,1.05873e-05,1.65657e-06,3.76948e-06,4.48166e-06,4.81477e-06,0.002370938,0.002045103,0.002900075,0.004443674,0.003318906,0.005046453,0.003612898,0.00555343,0.00437679,0.000650187,0.004447477,0.004465462,0.003566238,0.002198183,0.00515759,0.004938339,0.001573421,0.001174216,0.001665773,0.000801208,0.000830667,0.000315909,0.001328959,0.000505232,0.001741256,0.000542735,0.001112948,0.001138072,0.001186647,0.003867154,0.001007555,0.00144636,0.000731138,0.00099701,0.002229518,0.001123352,0.000138353,0.000420213,0.001082508,0.002855118,0.001377154,0.001589553,0.002652466,0.001038286,0.003337066,0.002476632,0.002412116,0.005804014,0.000748759,0.001455009,0.000668375,0.002236568,0.000983217,0.002402248,0.003933417,0.013747352,0.00212469,0.002267523,0.001087292,0.002018254,0.001382018,0.001651695,0.001060991,0.002247006,0.002091434,0.001218082,0.001827937,0.000329759,0.004266056,0.004142653,0.001218082,0.002935799,0.002013228,0.003347901,0.001075723,0.001203812,0.002003713,0.002819793,0.001820396,0.001924253,0.001192104,0.002895754,0.002090349,0.0027259,0.002275691,0.001536813,0.005027385,0.002561964,0.002136867,0.002259607,0.001908926,0.001486107,0.004434436,0.002248046,0.0040114,0.002144901,0.001699908,0.002735116,0.001670893,0.006261204,0.002057265,0.005903933,0.001538027,0.002831009,0.001326961,0.003653706,0.00414414,0.000857265,0.003458845,0.007677788,0.001922352,0.002415607,0.0014551,0.00236666,0.004518014,0.007346181,0.003054246,0.002512323,0.003706242,0.002555104,0.003165993,0.004692417,0.002145,0.004819974,0.004255408
"P31946",4.45682e-05,1.86393e-05,1.4546e-05,7.77807e-06,1.10401e-05,4.85427e-05,2.6391e-05,1.56115e-05,2.33059e-05,NA,2.65047e-05,NA,2.86322e-05,0.000151414,7.59631e-06,3.57442e-06,4.42156e-06,NA,3.713e-05,1.00357e-05,3.8142e-05,6.79166e-06,3.17914e-05,4.11585e-05,6.681e-05,4.76597e-05,2.23075e-05,6.46087e-06,9.06646e-05,NA,0.022737705,0.004347592,0.007605118,0.002805388,0.006154346,0.002174597,0.003465566,0.000517998,0.002386296,0.011291691,0.026025387,0.010938935,0.006364675,0.004094111,0.004126786,0.007355219,0.002210345,0.001366257,0.00321902,0.002940203,0.003421197,0.001693338,0.000755899,0.001272061,0.001510793,0.003474751,0.000909692,0.005194234,0.002065584,0.001505405,0.004538929,0.00067408,0.00107758,0.001178496,0.005271535,0.002969549,0.013187124,0.008027183,0.005366582,0.000424183,0.008539523,0.014585775,0.00483908,0.014983159,0.006412323,0.005048517,0.0013327,0.002219637,0.010732915,0.005084477,0.007123474,0.004688669,0.001243737,0.002700575,0.002638972,0.00256305,0.002360371,0.005721604,0.025836075,0.004640629,0.005335405,0.005966562,0.002678384,0.009839624,0.006586841,0.002267747,0.002887655,0.004427292,0.001474578,0.001622275,0.002267747,0.005851971,0.003284315,0.003752825,0.001258375,0.013814481,0.001991388,0.002618857,0.003694357,0.003754605,0.001433374,0.000883995,0.000551553,0.001591274,0.010182369,0.003661328,0.001950445,0.003575541,0.002973163,0.004240108,0.004504642,0.006258625,0.000790001,0.002111452,NA,NA,0.006004061,0.005075576,0.001055453,0.00424896,0.001864757,0.005887918,0.003687746,0.003675988,0.010214792,0.006676502,0.002029755,0.003126543,0.006008099,0.001834818,0.006146236,0.003421091,0.017000358,0.003075435,0.014531504,0.006424316,0.009837763,0.022560387,0.009506916,0.028979756,0.004188777,0.00565688,0.003265373,0.01413242,0.012256726
"Q9HB40",8.66998e-05,NA,2.85875e-05,2.45487e-06,0.000179617,0.00012228,2.47569e-05,3.22448e-05,5.74587e-06,4.86975e-06,NA,8.12684e-06,3.43555e-06,5.72798e-05,1.8477e-05,5.60185e-05,2.80831e-05,6.01901e-05,1.98757e-05,3.05652e-06,4.91075e-06,1.96464e-05,1.35781e-05,7.94742e-05,1.53804e-05,3.31268e-05,1.64347e-05,5.86073e-05,1.31969e-05,4.08534e-06,NA,0.002744454,0.003885384,0.006043178,0.007827334,0.007033511,0.005619446,0.006080203,0.009087752,0.010624206,0.006429199,0.005603528,0.005069054,0.009821205,0.004091057,0.003813029,0.004965202,0.001838963,0.002374501,0.001653749,0.002600114,0.002764689,0.00379136,0.001544047,0.007020175,0.00139201,0.000485727,0.001428697,0.001720949,0.008758258,0.003066837,0.003190763,0.002690886,0.00084645,0.006569319,0.001309747,0.00124756,0.002678234,0.005032384,0.005983229,0.008673202,0.006883558,0.006209324,0.002001117,0.013620354,0.008643281,0.005885513,0.053176328,0.002619257,0.00869431,0.004138945,0.003113192,0.004380006,0.005383104,0.011171989,0.021630158,0.013026784,0.010235262,0.003841772,0.005474911,0.003944264,0.003780049,0.003129083,0.008819086,0.012397225,0.006277772,0.014633123,0.000792307,0.003633641,0.002437173,0.006277772,0.013491336,0.009622212,0.019372776,0.004150922,0.004686352,0.004477727,0.004740628,0.00775209,0.008118553,0.001717917,0.013778318,0.012056212,0.007670009,0.007297743,0.004465417,0.023177771,0.012736807,0.005599535,0.00975288,0.005678381,0.009239472,0.020405652,0.004570801,0.005585999,0.007005185,0.004604545,0.004261503,0.019280357,0.01915173,0.01230754,0.005519407,0.006990211,0.00558533,0.002602897,0.004068679,0.013402172,0.002239374,0.003225036,0.010619425,0.003619045,0.005195523,0.010922145,0.004139382,0.013898291,0.007791324,0.007572583,0.005895707,0.009018673,0.015047986,0.006312989,0.006594085,0.007101597,0.009219001,0.022628884
"P13639",8.4454e-06,2.88066e-05,7.45531e-06,4.39972e-06,5.91462e-06,1.82222e-05,6.41951e-06,NA,3.15635e-05,3.70854e-06,1.90323e-05,NA,5.66657e-05,0.000174934,7.41549e-06,4.93358e-06,NA,NA,3.48737e-05,1.80551e-06,2.78293e-05,5.26471e-06,1.10172e-05,2.45237e-05,5.94471e-05,8.29834e-05,3.17032e-05,NA,0.000102962,NA,0.022145642,0.000245217,0.005032684,0.000324011,0.001603692,0.001577927,0.00387069,0.000293733,5.86468e-05,0.009943324,0.025802369,0.007639371,0.000764833,0.001612238,0.001205782,0.001989018,NA,NA,0.001544703,0.002815381,0.003631417,NA,NA,0.000644204,0.000330742,0.002819637,0.000533882,0.00304926,0.00030671,NA,0.003734133,NA,NA,NA,0.004242797,0.000252499,0.006057367,0.007512582,0.000577669,0.000465736,0.008195291,0.018831061,0.005028053,0.019307763,0.002605664,0.004532641,0.000429912,NA,0.013358979,0.004969312,0.00811589,0.00286381,0.00016268,0.004758944,0.001845123,NA,0.000714304,0.003231627,0.017742733,0.003293104,0.004564778,0.006828233,0.004021677,0.005712656,0.003549702,0.003054218,0.000417996,0.00350662,NA,0.000638303,0.003054218,0.002718312,0.000949253,0.000812849,0.000849057,0.01771003,0.000114365,NA,0.001772641,0.001440457,0.002652743,0.000219033,0.000148734,9.33468e-05,0.00973321,0.002347262,0.000660428,0.004144873,0.008151149,0.013196817,0.002571477,0.002922056,8.8218e-05,0.003304527,NA,0.000868932,0.004911112,0.009741795,NA,0.000746399,0.000144814,0.004937882,0.001470143,0.000209686,0.001462853,0.003288928,0.000578565,0.000102176,0.003184788,0.000796389,0.000750233,0.001062163,0.012040027,0.000460563,0.006615478,0.002735613,0.0121501,0.021436128,0.006445211,0.036085122,0.001895717,0.000897344,0.000991894,0.006053446,0.008241591
"P01042",2.61773e-05,2.27172e-05,1.74748e-05,1.53637e-05,5.88424e-05,3.73852e-05,3.98181e-05,4.93431e-05,2.08902e-05,1.40981e-05,1.4266e-05,2.57413e-05,8.57206e-06,2.43299e-05,2.20349e-05,2.38784e-05,3.48885e-06,8.2636e-06,3.03995e-05,2.18055e-05,1.03218e-05,1.48002e-05,1.4414e-05,4.52817e-05,1.86286e-05,1.7697e-05,2.08971e-05,1.87062e-05,1.91302e-05,4.41573e-06,0.009011298,0.006423985,0.01464311,0.00852124,0.008057342,0.009080232,0.008461512,0.007530118,0.010303676,0.002939772,0.008863566,0.002726371,0.008368653,0.004446239,0.01058835,0.006901682,0.008153315,0.004496395,0.004748537,0.002569453,0.007014909,0.002136222,0.005536099,0.007406732,0.004125325,0.003003039,0.002694585,0.003041118,0.005756727,0.000138701,0.002457205,0.004645556,0.001015497,0.004280615,0.003543953,0.004105892,0.000756526,0.001907414,0.002407676,0.004728307,0.001917738,0.002125433,0.006679843,0.006611502,0.007084245,0.004389247,0.004325177,0.004609596,0.004676466,0.002489818,0.00150536,0.003430966,0.004346046,0.003246288,0.002833493,0.00410402,0.003598481,0.007312919,0.003012987,0.004020058,0.002510759,0.003050828,0.0024737,0.008973287,0.004220856,0.001450944,0.004993614,0.004291067,0.002535375,0.003339587,0.001450944,0.007669919,0.008289629,0.010638358,0.010198314,0.008773894,0.004628908,0.002952265,0.008723461,0.009828946,0.006950136,0.006433931,0.005373327,0.004961913,0.007997998,0.006187343,0.012606573,0.008557196,0.009326761,0.005135548,0.006672888,0.001878146,0.005419958,0.005816202,0.006527276,0.004720103,0.003175765,0.005437344,0.006760725,0.003633483,0.004961309,0.004623442,0.012536967,0.004372315,0.004000458,0.012534562,0.005284515,0.000680329,0.006749213,0.005036171,0.001416608,0.004462775,0.010635243,0.004568502,0.00963123,0.010711274,0.007496494,0.009777196,0.00749633,0.007234838,0.005201332,0.007299091,0.005328694,0.00533926,0.007081442
"P61224",NA,6.92063e-05,4.77267e-05,2.59697e-05,4.19743e-05,4.64473e-05,9.46864e-06,7.22448e-05,2.94682e-05,1.99363e-05,5.5953e-05,4.14838e-05,7.27567e-05,6.50614e-05,5.16791e-05,5.72119e-05,2.37381e-05,1.64097e-05,4.73608e-05,2.95322e-05,9.60626e-05,8.61049e-06,6.30112e-05,2.94734e-05,4.10754e-05,7.44522e-05,1.72743e-05,6.5413e-05,4.53579e-05,2.19419e-05,0.004976811,0.004161811,0.005455164,0.000879669,0.003296836,0.005211552,0.003033264,0.002132443,0.001650272,0.002874797,0.015940343,0.000986425,0.000778522,NA,0.003000812,0.003981011,0.001733527,0.003231149,0.005153962,0.002839865,0.0025474,0.003217074,0.001930837,0.001133895,0.003385981,0.001711844,0.001363961,0.003197183,0.001973993,0.002092634,0.002610401,0.000954859,0.001799495,0.003942523,0.006741537,0.004508504,0.003004948,0.008541292,0.00165277,0.000425957,0.007901426,0.007691154,0.003138249,0.004320327,0.003427552,0.002357525,0.004203147,0.002651498,0.005208529,0.006926238,0.003909794,0.005215244,0.002129724,0.004234825,0.002800492,0.0006235,0.003644652,0.003044987,0.009654134,0.005014792,0.010199406,0.006137823,0.008350222,0.004489682,0.004230281,0.004050609,0.001850887,0.002340493,0.00135263,0.002770882,0.004050609,0.00701718,0.007393087,0.003896234,0.006044093,0.006809687,0.002604454,0.001456102,0.005468035,0.003676529,0.0022462,0.002649175,0.001713221,0.00156174,0.004012122,0.003426465,0.004783949,0.0060656,0.006715444,0.005708435,0.004896073,0.004220665,0.005271255,0.002020964,0.001257031,0.0032698,0.003622661,0.003856711,0.005046738,0.001129602,0.001688191,0.004566443,0.001743768,0.00252548,0.002323665,0.002656275,0.00136295,0.003054591,0.003282505,0.005951049,0.010078187,0.002005017,0.008615908,0.002177089,0.003112937,0.009131009,0.010011733,0.001813297,0.004582643,0.010164585,0.004163138,0.003823526,0.003629453,0.002200893,0.00504656
